Channel Title,Channel Username,Timestamp,Message,Views
ምርጥ ዕቃ,MerttEka,2025-06-22 13:28:35+00:00,"🚽 Toilet Seat Plastic Cover

✔️ የWC መፀዳጃ መቀመጫ መሸፈኛ ፕላስቲክ
✔️ የህዝብ መፀዳጃ ቤት ውስጥ ሳይሸክኩ ደስ ብሎዎት ለመቀመጥ ይረዳዎታል

🛡 ደግመው ደጋግመው እያጠቡ የሚጠቀሙበት

💵💵 20pc..... 700 ብር💵💵

🚗A.A  Delivery 👉 100 ብር ብቻ

🚗 መኪና ማቆሚያ ከተቸገሩ ይደውሉልን እናቀብልዎታለን

🔤🔤🔤🔤🔤 🔤🔤🔤

📞0944-22-23-24 / @ordermertteka1

📞 0904-94-48-48 / @ordermertteka2

📌ሞባይል ባንኪንግ እንጠቀማለን
  
🌐አድራሻችን🌐

🔍መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌



TikTok 📱 tiktok.com/@mirtteka
Telegram📱  t.me/MerttEka 

📎ለወዳጆችዎ forward ያድርጉ",10083
ምርጥ ዕቃ,MerttEka,2025-06-21 13:05:00+00:00,"⛺ Kids Playing Tent

TikTok  📱tiktok.com/@mirtteka
Telegram📱  t.me/MerttEka 

📎ለወዳጆችዎ forward ያድርጉ",11122
ምርጥ ዕቃ,MerttEka,2025-06-21 11:34:07+00:00,"⛺ Kids indoor playing Tent

✔️ የልጆች  የቤት ውስጥ መጫወቻ ድንኳን
✔️በቀላሉ የሚዘረጋ እና የሚታጠፍ
✔️ አንድ በር አለው
🛡 በሁለት በኩል ባለ ወንፊት
⛺ ዕድሜያቸው 3 አመትና ከዚያ በላይ ለሆኑ ልጆች ተመራጭ

💵💵 2100 ብር💵💵

🚗A.A  Delivery 👉 100 ብር ብቻ

🚗 መኪና ማቆሚያ ከተቸገሩ ይደውሉልን እናቀብልዎታለን

🔤🔤🔤🔤🔤 🔤🔤🔤

📞0944-22-23-24 / @ordermertteka1

📞 0904-94-48-48 / @ordermertteka2

📌ሞባይል ባንኪንግ እንጠቀማለን
  
🌐አድራሻችን🌐

🔍መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌



TikTok 📱 tiktok.com/@mirtteka
Telegram📱  t.me/MerttEka 

📎ለወዳጆችዎ forward ያድርጉ",11060
ምርጥ ዕቃ,MerttEka,2025-06-21 11:34:07+00:00,,11079
ምርጥ ዕቃ,MerttEka,2025-06-21 11:34:07+00:00,,9663
ምርጥ ዕቃ,MerttEka,2025-06-21 07:36:45+00:00,"📣 POTATO MASHER

🛡 የድንች/ካሮት/ሩዝ መፍጪያ
🛡   ከማይዝግ ብረት የተሰራ
🛡 የህፃናት ምግብ ለመፍጨት ተመራጭ

💵💵 750 ብር 💵💵

🚗A.A  Delivery 👉 100 ብር ብቻ

🚗 መኪና ማቆሚያ ከተቸገሩ ይደውሉልን እናቀብልዎታለን

🔤🔤🔤🔤🔤 🔤🔤🔤

📞0944-22-23-24 / @ordermertteka1

📞 0904-94-48-48 / @ordermertteka2

📌ሞባይል ባንኪንግ እንጠቀማለን
  
🌐አድራሻችን🌐

🔍መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌



TikTok 📱 tiktok.com/@mirtteka
Telegram📱  t.me/MerttEka 

📎ለወዳጆችዎ forward ያድርጉ",10106
ምርጥ ዕቃ,MerttEka,2025-06-21 07:34:20+00:00,"📣 POTATO MASHER

🛡 የድንች/ካሮት/ሩዝ መፍጪያ
🛡 ከ 120°c-150°c ሙቀት ይቋቋማል
🛡ከBPA ነፃ ከሆነ ቁስ የተመረተ
🛡 እጄታው ጠንካራ 
🛡 ከወፍራም ካርቦኔትድ ፕላስቲክ የተሰራ
🛡 የህፃናት ምግብ ለመፍጨት ተመራጭ

💵💵 750 ብር 💵💵

🚗A.A  Delivery 👉 100 ብር ብቻ

🚗 መኪና ማቆሚያ ከተቸገሩ ይደውሉልን እናቀብልዎታለን

🔤🔤🔤🔤🔤 🔤🔤🔤

📞0944-22-23-24 / @ordermertteka1

📞 0904-94-48-48 / @ordermertteka2

📌ሞባይል ባንኪንግ እንጠቀማለን
  
🌐አድራሻችን🌐

🔍መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌



TikTok 📱 tiktok.com/@mirtteka
Telegram📱  t.me/MerttEka 

📎ለወዳጆችዎ forward ያድርጉ",10221
ምርጥ ዕቃ,MerttEka,2025-06-21 07:34:20+00:00,,10835
ምርጥ ዕቃ,MerttEka,2025-06-21 07:34:20+00:00,,9518
ምርጥ ዕቃ,MerttEka,2025-06-20 11:48:13+00:00,"🍢🍢🍢BBQ STEAK MEAT MAKER

TikTok  📱tiktok.com/@mirtteka
Telegram📱  t.me/MerttEka 

📎ለወዳጆችዎ forward ያድርጉ",12112
ምርጥ ዕቃ,MerttEka,2025-06-20 11:29:15+00:00,,11756
ምርጥ ዕቃ,MerttEka,2025-06-20 11:29:15+00:00,,12699
ምርጥ ዕቃ,MerttEka,2025-06-20 11:29:15+00:00,"🍢🍢🍢BBQ STEAK MEAT MAKER

🍖በአንድ ጊዜ እስከ 36  steak  🍢 መስራት የሚያስችል 
 
🍖ስለታማ ነገሮች ጋር ቀጥተኛ ግንኙነት እንዳይኖር ስለሚያስችል ለ safety  አስተማማኝ 

🍖በፍጥነት እና በብዛት steak   መስራት የሚያስችል ምርጥ እቃ 

🍖ለቤት እንዲሁም ለ cafe የሚሆን

💵💵1100💵💵

🚗A.A  Delivery 👉 100 ብር ብቻ

🚗 መኪና ማቆሚያ ከተቸገሩ ይደውሉልን እናቀብልዎታለን

🔤🔤🔤🔤🔤 🔤🔤🔤

📞0944-22-23-24 / @ordermertteka1

📞 0904-94-48-48 / @ordermertteka2

📌ሞባይል ባንኪንግ እንጠቀማለን
  
🌐አድራሻችን🌐

🔍መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌



TikTok 📱 tiktok.com/@mirtteka
Telegram📱  t.me/MerttEka 

📎ለወዳጆችዎ forward ያድርጉ",10520
ምርጥ ዕቃ,MerttEka,2025-06-20 06:10:16+00:00,"📣 2 in 1 Egg Slicer

TikTok 📱 tiktok.com/@mirtteka
Telegram📱  t.me/MerttEka 

📎ለወዳጆችዎ forward ያድርጉ",12361
ምርጥ ዕቃ,MerttEka,2025-06-20 06:07:52+00:00,,11881
ምርጥ ዕቃ,MerttEka,2025-06-20 06:07:52+00:00,,12272
ምርጥ ዕቃ,MerttEka,2025-06-20 06:07:52+00:00,"📣 2 in 1 Egg Slicer

✔️  የተቀቀለ እንቁላልና ድንች መሰንጠቂያ
✔️ ሁለት አይነት አቆራረጥ
✔️ ፅድት ያለ ምግብ ዝግጅት

💵💵800 ብር💵💵

🚗A.A  Delivery 👉 100 ብር ብቻ

🚗 መኪና ማቆሚያ ከተቸገሩ ይደውሉልን እናቀብልዎታለን

🔤🔤🔤🔤🔤 🔤🔤🔤

📞0944-22-23-24 / @ordermertteka1

📞 0904-94-48-48 / @ordermertteka2

📌ሞባይል ባንኪንግ እንጠቀማለን
  
🌐አድራሻችን🌐

🔍መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌



TikTok 📱 tiktok.com/@mirtteka
Telegram📱  t.me/MerttEka 

📎ለወዳጆችዎ forward ያድርጉ",10518
ምርጥ ዕቃ,MerttEka,2025-06-19 13:50:44+00:00,,13585
ምርጥ ዕቃ,MerttEka,2025-06-19 13:50:44+00:00,,13678
ምርጥ ዕቃ,MerttEka,2025-06-19 13:50:44+00:00,"📣 Su Tai Electric Touch Stove

✔️  Ceramic Stove
☄️ 3500Watt+3500Watt
✔️ ፍሳሽ የማያስገባ
✔️  ፈጣን ሃይል ያለው
✔️  Timer እና Lock የተገጠመለት
✔️  ለማንኛውም ድስት የሚሆን

💵💵9000 ብር 💵💵

🚗A.A  Delivery 👉 100 ብር ብቻ

🚗 መኪና ማቆሚያ ከተቸገሩ ይደውሉልን እናቀብልዎታለን

🔤🔤🔤🔤🔤 🔤🔤🔤

📞0944-22-23-24 / @ordermertteka1

📞 0904-94-48-48 / @ordermertteka2

📌ሞባይል ባንኪንግ እንጠቀማለን
  
🌐አድራሻችን🌐

🔍መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌



TikTok 📱 tiktok.com/@mirtteka
Telegram📱  t.me/MerttEka 

📎ለወዳጆችዎ forward ያድርጉ",11621
BELLA CLASSIC®,belaclassic,2025-06-19 09:02:05+00:00,"💵 PRICE :- 4400 ብር
☎️ phone :- 0944222069
👟 brand  :- PUMA SPIREX

📐 size :- 39,40,41,42,43,44
📍 አድራሻ :- ሜክሲኮ ኬኬር ህንፃ 2ኛ ፎቅ በመጀመሪያው በስተቀኝ እጥፍ ሲሉ ሱቅ.ቁ 213",5437
AwasMart-አዋስማርት🎁,AwasMart,2025-06-23 13:03:49+00:00,❇️16 in 1 Multipurpose Vegetable Cutter,1567
AwasMart-አዋስማርት🎁,AwasMart,2025-06-23 13:03:49+00:00,"❇️16 in 1 Multipurpose Vegetable Cutter

    ዋጋ💵፦  💰1,200 ብር

💬በቴሌግራም ለማዘዝ @wamrt1
                                   @wamrt2
📍አድራሻችን:-
1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",1509
AwasMart-አዋስማርት🎁,AwasMart,2025-06-23 06:18:23+00:00,"🍽🍽🍽🍽🍽🍽😋😋😋😋😋😋
❇️2Pcs Baby Silicone Spoon

ዋጋ💵፦  💰 350 ብር

💬በቴሌግራም ለማዘዝ @wamrt1
                                   @wamrt2
📍አድራሻችን:-
1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",1826
AwasMart-አዋስማርት🎁,AwasMart,2025-06-23 06:17:37+00:00,,1587
AwasMart-አዋስማርት🎁,AwasMart,2025-06-23 06:17:37+00:00,,1598
AwasMart-አዋስማርት🎁,AwasMart,2025-06-23 06:17:37+00:00,,1503
AwasMart-አዋስማርት🎁,AwasMart,2025-06-23 06:17:36+00:00,"🍽🍽🍽🍽🍽🍽😋😋😋😋😋😋
❇️Bendable Eat Training ()

ዋጋ💵፦  💰 350 ብር

💬በቴሌግራም ለማዘዝ @wamrt1
                                   @wamrt2
📍አድራሻችን:-
1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",1590
AwasMart-አዋስማርት🎁,AwasMart,2025-06-22 11:55:19+00:00,"🤎🚽🚽🚽🚽🚽🚽🚽🚽🚽🚽🚽
❇️Baby toilet seat/ potty seat

ዋጋ💵፦  💰 1,000 ብር

💬በቴሌግራም ለማዘዝ @wamrt1
                                   @wamrt2
📍አድራሻችን:-
1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",2116
AwasMart-አዋስማርት🎁,AwasMart,2025-06-21 16:43:54+00:00,"🔖🔖🔖🔖🔖🔖🔖🔖🔖🔖🔖🔖
ውድ ደንበኞቻችን ሱቃችን ነገ እሁድ ከ4:30-11:00 ሰዓት ክፍት መሆኑን በአክብሮት እንገልፃለን።

📍አድራሻችን:-
📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",2292
AwasMart-አዋስማርት🎁,AwasMart,2025-06-21 16:43:12+00:00,"🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪
❇️Baby suction bowl",1998
AwasMart-አዋስማርት🎁,AwasMart,2025-06-21 16:43:12+00:00,,1818
AwasMart-አዋስማርት🎁,AwasMart,2025-06-21 16:42:32+00:00,"🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪
❇️Baby suction bowl

👉 ባለ ሁለት ክፍል የልጆች መመገቢያ ሳህን
👉 እድሜያቸው ከ6ወር ጀምር ላሉ ህፃናት የሚመከር
👉 የራሱ ማንኪያ እና ሹካ ያለው
👉 በአንድ ግዜ 4 አይነት ምግብ ለመመገብ ያስችላል
👉 ከጠረንጴዛ ተንሸራቶ እንዳይወድቅ ማጣበቂያ ያለው
👉BPA free

    ዋጋ💵፦  💰 600 ብር

💬በቴሌግራም ለማዘዝ @wamrt1
                                   @wamrt2
📍አድራሻችን:-
1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",2012
AwasMart-አዋስማርት🎁,AwasMart,2025-06-21 07:36:56+00:00,,2241
AwasMart-አዋስማርት🎁,AwasMart,2025-06-21 07:36:56+00:00,,2384
AwasMart-አዋስማርት🎁,AwasMart,2025-06-21 07:36:55+00:00,,2176
AwasMart-አዋስማርት🎁,AwasMart,2025-06-21 07:36:55+00:00,,2280
AwasMart-አዋስማርት🎁,AwasMart,2025-06-21 07:36:55+00:00,"❇️Baby bank feeding bottle

       ዋጋ💵፦  💰 2,000 ብር

💬በቴሌግራም ለማዘዝ @wamrt1
                                   @wamrt2
📍አድራሻችን:-
1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",2245
AwasMart-አዋስማርት🎁,AwasMart,2025-06-20 10:53:49+00:00,🌵Dancing Cactus Toy,2583
AwasMart-አዋስማርት🎁,AwasMart,2025-06-20 10:53:49+00:00,🌵Dancing Cactus Toy,2568
AwasMart-አዋስማርት🎁,AwasMart,2025-06-20 10:53:15+00:00,"🌵Dancing Cactus Toy 

😱ልጆቼ በምን ይዝናኑ ብሎ መጨነቅ ቀረ 😱
👶የሕጻናት አጫዋች❤
🔹በቻርጅ የሚሰራ🔋
🔹ድምጽ / ሙዚቃ 🔊 ሲከፈት የሚደንስ🥳
🔹የልጆችን ትኩረት👀 የሚስብ
🔹ልጆች በሚናገሩትን ደግሞ እያወራ የሚያዝናናቸው 
🌵ተክል የሚመስል ጌጥ

       ዋጋ💵፦  💰1,000 ብር

💬በቴሌግራም ለማዘዝ @wamrt1
                                   @wamrt2
📍አድራሻችን:-
1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",2441
AwasMart-አዋስማርት🎁,AwasMart,2025-06-20 07:15:50+00:00,"🍽🍽🍽🍽🍽🍽🍽🍽🍽🍽🍽🍽
❇️12pcs Silicone Kitchen Set",2233
AwasMart-አዋስማርት🎁,AwasMart,2025-06-20 07:15:50+00:00,,2151
AwasMart-አዋስማርት🎁,AwasMart,2025-06-20 07:15:50+00:00,"❇️12pcs Silicone Kitchen Set

👉available colors:- black and dark grey

         ዋጋ💵፦  💰2,000 ብር

💬በቴሌግራም ለማዘዝ @wamrt1
                                   @wamrt2
📍አድራሻችን:-
1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",2273
AwasMart-አዋስማርት🎁,AwasMart,2025-06-19 13:06:12+00:00,"👨‍💻👩‍💻🧑‍💻👩‍💻👨‍💻😴🧑‍💻👩‍💻👨‍💻👨‍💻 
Foldable Height Adjustable Metal Frame Laptop Stand",2707
AwasMart-አዋስማርት🎁,AwasMart,2025-06-19 13:06:12+00:00,"👩‍💻 Foldable Height Adjustable Metal Frame Laptop Stand👨‍💻
🔰Help your sitting posture
💯 High  Quality ( የብረቱ )

ላፕቶፕ ጭን ላይ አስቀምጠው መጠቀም ለከፋ ጉዳት እንደሚያጋልጥ የጤና ባለሙያዎች ይናገራሉ ፤ እንዲሁም ቴብል ላይ አድርገዉ ሲጠቀሙ ፋኑ ስለሚደፈን  ከፍተኛ ሙቀት በመፍጠር ድምፅ ያሰማል። 

ለዚህ ሁሉ መፍትሄ ተጣጣፊ የላፕቶፕ ፣ ታብሌት Holder በተመጣጣኝ ዋጋ ገዝተዉ የእርስዎንና የላፕቶፕዎን ጤንነት ይጠብቁ።

       ዋጋ💵፦  💰1,000 ብር

💬በቴሌግራም ለማዘዝ @wamrt1
                                   @wamrt2
📍አድራሻችን:-
1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",2514
